session_id,segment_id,driver_a,driver_b,braking_start_delta_m,braking_duration_delta_s,braking_distance_delta_m,late_brake_delta,brake_intensity_delta,confidence,favorable_driver
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HAM,RUS,,1.12,49.778,0.0,0.0435,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HAM,SAI,8.516,0.84,38.5,-0.0369,0.0035,0.55,SAI
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HAM,STR,,1.12,49.778,0.0,0.0435,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HAM,VER,,1.12,49.778,0.0,0.0435,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,HUL,17.335,0.361,10.323,0.0056,0.0648,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,LAW,23.806,-0.038,-1.901,0.0545,0.0545,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,LEC,6.872,-0.079,-3.098,-0.0136,0.0115,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,LIN,42.506,-0.359,-24.299,0.1039,-0.0123,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,NOR,7.631,0.401,17.329,-0.023,0.1034,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,OCO,-5.851,-0.52,-14.778,-0.0522,0.0248,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,PER,30.969,0.001,-5.444,0.0809,0.0345,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,PIA,30.405,-0.159,-10.899,0.0186,0.0234,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,RUS,19.078,-0.319,-13.777,0.0158,0.0222,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,SAI,41.93,-0.8,-42.059,0.1482,-0.1167,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,STR,2.684,0.76,36.993,-0.0365,0.0948,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HAM,VER,8.275,0.761,28.345,0.0122,0.0839,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,HUL,,-0.44,-24.567,-0.222,-0.0435,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,LAW,,-0.28,-15.167,-0.2028,-0.0417,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,LEC,,-0.28,-15.167,-0.2763,-0.0385,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,LIN,,-0.48,-26.067,-0.1162,-0.1,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,NOR,,0.0,0.0,0.0,0.0,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,OCO,,-0.76,-40.6,-0.2054,-0.0952,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,PER,,-0.28,-15.089,-0.2153,-0.0417,0.55,PER
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,PIA,,0.0,0.0,0.0,0.0,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,RUS,,-0.2,-11.0,-0.202,-0.0435,0.55,RUS
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,SAI,,-0.44,-21.856,-0.2651,-0.0769,0.55,SAI
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,STR,,-0.561,-28.127,-0.2205,-0.0769,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HAM,VER,,0.0,0.0,0.0,0.0,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,HUL,-9.062,0.12,9.6,-0.0386,0.033,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,LAW,1.151,-0.28,-8.789,-0.0115,-0.005,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,LEC,-11.575,0.16,12.189,-0.0393,0.033,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,LIN,34.896,-0.44,-21.478,0.1147,-0.08,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,NOR,-10.139,0.04,5.856,-0.0338,0.033,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,OCO,,0.6,36.278,0.9299,0.12,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,PER,24.497,-0.6,-27.166,0.0782,-0.0723,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,PIA,5.131,-0.081,-0.183,0.0037,-0.0164,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,RUS,31.452,-0.639,-29.968,0.0805,-0.0281,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,SAI,6.699,-0.281,-8.65,0.0107,-0.005,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,STR,-1.708,-0.001,6.783,-0.0242,-0.0229,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HAM,VER,9.932,-0.28,-12.989,0.0246,-0.0164,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,HUL,4.805,0.359,17.852,0.0,0.0333,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,LAW,,0.719,35.252,0.0,0.0833,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,LEC,11.637,0.559,27.252,0.0,0.0378,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,LIN,8.874,0.559,27.83,0.0,0.0378,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,NOR,11.251,0.279,13.963,0.0,-0.0076,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,OCO,10.178,0.079,6.23,0.0,-0.0596,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,PER,4.164,0.479,24.319,0.0,0.0398,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,PIA,14.026,0.559,27.341,0.0,0.0307,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,RUS,10.973,0.479,24.319,0.0,0.0357,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,SAI,9.96,0.319,17.052,0.0,-0.0037,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,STR,,0.719,35.252,0.0,0.0833,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HAM,VER,,0.719,35.252,0.0,0.0833,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,HUL,-0.966,1.44,34.2,0.0,0.1107,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,LAW,-1.433,1.119,36.187,0.0,0.0872,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,LEC,1.89,0.32,12.033,0.0,0.0734,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,LIN,10.012,-0.039,6.2,0.0,0.0033,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,NOR,-0.48,0.601,5.467,0.0,0.1214,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,OCO,10.017,0.8,19.277,0.0,0.0217,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,PER,3.974,0.76,28.809,0.0,0.0872,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,PIA,-3.405,1.041,35.816,0.0,0.0936,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,RUS,4.887,0.56,25.644,0.0,0.0455,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,SAI,2.813,1.2,48.566,0.0,0.0805,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,STR,1.51,1.441,49.914,0.0,0.1316,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HAM,VER,1.485,0.96,17.122,0.0,0.0872,0.55,HAM
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,HUL,LAW,1.984,-0.479,-6.804,0.0025,-0.0136,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,HUL,LEC,5.027,-0.161,-8.552,0.0097,-0.0413,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,HUL,LIN,-3.537,-0.279,-4.872,-0.0116,-0.05,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,HUL,NOR,-4.869,-0.36,-10.366,-0.0206,-0.0591,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,HUL,OCO,-6.944,-0.28,-9.522,-0.012,-0.0389,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,HUL,PER,17.555,-0.8,-35.378,0.0632,-0.1262,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,HUL,PIA,1.79,-0.679,-20.909,0.0151,-0.1,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,HUL,RUS,1.469,-0.32,-8.833,0.0067,-0.0786,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,HUL,SAI,13.535,-0.481,-12.528,0.035,-0.0346,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,HUL,STR,1.001,-0.36,-5.1,-0.0008,-0.05,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,HUL,VER,0.636,-0.081,0.039,0.0095,-0.031,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,HUL,LAW,1.72,0.041,1.381,0.0,0.0055,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,HUL,LEC,3.701,-0.159,-4.585,0.0,-0.0535,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,HUL,LIN,-1.095,0.081,1.87,0.0,0.0102,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,HUL,NOR,3.079,0.281,6.426,0.0,0.0384,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,HUL,OCO,-1.396,-0.239,-7.352,0.0,-0.0302,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,HUL,PER,-1.364,0.041,1.215,0.0,0.0028,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,HUL,PIA,-0.227,-0.159,-4.141,0.0,-0.0385,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,HUL,RUS,2.305,-0.16,-4.966,0.0,-0.0302,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,HUL,SAI,-0.501,0.201,4.337,0.0,0.0436,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,HUL,STR,3.849,0.361,8.57,0.0,0.0384,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,HUL,VER,-1.732,-0.079,-2.796,0.0,0.0055,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HUL,LAW,,0.0,0.0,0.0,0.0,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HUL,LEC,,-0.44,-20.6,-0.0394,-0.0833,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HUL,LIN,,0.0,0.0,0.0,0.0,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HUL,NOR,,0.0,0.0,0.0,0.0,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HUL,OCO,,0.0,0.0,0.0,0.0,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HUL,PER,,0.0,0.0,0.0,0.0,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HUL,PIA,,0.0,0.0,0.0,0.0,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HUL,RUS,,0.0,0.0,0.0,0.0,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HUL,SAI,,-0.28,-11.278,-0.0369,-0.04,0.55,SAI
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HUL,STR,,0.0,0.0,0.0,0.0,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,HUL,VER,,0.0,0.0,0.0,0.0,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HUL,LAW,6.471,-0.399,-12.224,0.0489,-0.0103,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HUL,LEC,-10.463,-0.44,-13.421,-0.0192,-0.0533,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HUL,LIN,25.171,-0.72,-34.622,0.0983,-0.0771,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HUL,NOR,-9.704,0.04,7.006,-0.0286,0.0386,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HUL,OCO,-23.186,-0.881,-25.101,-0.0578,-0.04,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HUL,PER,13.634,-0.36,-15.767,0.0753,-0.0303,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HUL,PIA,13.07,-0.52,-21.222,0.013,-0.0414,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HUL,RUS,1.743,-0.68,-24.1,0.0102,-0.0426,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HUL,SAI,24.595,-1.161,-52.382,0.1426,-0.1815,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HUL,STR,-14.651,0.399,26.67,-0.0421,0.03,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,HUL,VER,-9.06,0.4,18.022,0.0066,0.0191,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HUL,LAW,12.878,0.16,9.4,0.0192,0.0018,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HUL,LEC,-8.671,0.16,9.4,-0.0543,0.005,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HUL,LIN,36.74,-0.04,-1.5,0.1058,-0.0565,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HUL,NOR,,0.44,24.567,0.222,0.0435,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HUL,OCO,18.169,-0.32,-16.033,0.0166,-0.0517,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HUL,PER,6.768,0.16,9.478,0.0067,0.0018,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HUL,PIA,,0.44,24.567,0.222,0.0435,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HUL,RUS,13.532,0.24,13.567,0.02,0.0,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HUL,SAI,-4.475,0.0,2.711,-0.0431,-0.0334,0.55,SAI
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HUL,STR,8.526,-0.121,-3.56,0.0015,-0.0334,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,HUL,VER,,0.44,24.567,0.222,0.0435,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HUL,LAW,10.213,-0.4,-18.389,0.0271,-0.038,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HUL,LEC,-2.513,0.04,2.589,-0.0007,0.0,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HUL,LIN,43.958,-0.56,-31.078,0.1533,-0.113,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HUL,NOR,-1.077,-0.08,-3.744,0.0048,0.0,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HUL,OCO,,0.48,26.678,0.9685,0.087,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HUL,PER,33.559,-0.72,-36.766,0.1168,-0.1053,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HUL,PIA,14.193,-0.201,-9.783,0.0423,-0.0494,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HUL,RUS,40.514,-0.759,-39.568,0.1191,-0.0611,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HUL,SAI,15.761,-0.401,-18.25,0.0493,-0.038,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HUL,STR,7.354,-0.121,-2.817,0.0144,-0.0559,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,HUL,VER,18.994,-0.4,-22.589,0.0632,-0.0494,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HUL,LAW,,0.36,17.4,0.0,0.05,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HUL,LEC,6.832,0.2,9.4,0.0,0.0045,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HUL,LIN,4.069,0.2,9.978,0.0,0.0045,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HUL,NOR,6.446,-0.08,-3.889,0.0,-0.0409,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HUL,OCO,5.373,-0.28,-11.622,0.0,-0.0929,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HUL,PER,-0.641,0.12,6.467,0.0,0.0065,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HUL,PIA,9.221,0.2,9.489,0.0,-0.0026,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HUL,RUS,6.168,0.12,6.467,0.0,0.0024,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HUL,SAI,5.155,-0.04,-0.8,0.0,-0.037,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HUL,STR,,0.36,17.4,0.0,0.05,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,HUL,VER,,0.36,17.4,0.0,0.05,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HUL,LAW,-0.467,-0.321,1.987,0.0,-0.0235,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HUL,LEC,2.856,-1.12,-22.167,0.0,-0.0373,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HUL,LIN,10.978,-1.479,-28.0,0.0,-0.1074,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HUL,NOR,0.486,-0.839,-28.733,0.0,0.0107,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HUL,OCO,10.983,-0.64,-14.923,0.0,-0.089,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HUL,PER,4.94,-0.68,-5.391,0.0,-0.0235,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HUL,PIA,-2.439,-0.399,1.616,0.0,-0.0171,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HUL,RUS,5.853,-0.88,-8.556,0.0,-0.0652,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HUL,SAI,3.779,-0.24,14.366,0.0,-0.0302,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HUL,STR,2.476,0.001,15.714,0.0,0.0209,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,HUL,VER,2.451,-0.48,-17.078,0.0,-0.0235,0.55,HUL
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LAW,LEC,3.043,0.318,-1.748,0.0072,-0.0277,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LAW,LIN,-5.521,0.2,1.932,-0.0141,-0.0364,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LAW,NOR,-6.853,0.119,-3.562,-0.0231,-0.0455,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LAW,OCO,-8.928,0.199,-2.718,-0.0145,-0.0253,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LAW,PER,15.571,-0.321,-28.574,0.0607,-0.1126,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LAW,PIA,-0.194,-0.2,-14.105,0.0126,-0.0864,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LAW,RUS,-0.515,0.159,-2.029,0.0042,-0.065,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LAW,SAI,11.551,-0.002,-5.724,0.0325,-0.021,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LAW,STR,-0.983,0.119,1.704,-0.0033,-0.0364,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LAW,VER,-1.348,0.398,6.843,0.007,-0.0174,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LAW,LEC,1.981,-0.2,-5.966,0.0,-0.059,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LAW,LIN,-2.815,0.04,0.489,0.0,0.0047,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LAW,NOR,1.359,0.24,5.045,0.0,0.0329,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LAW,OCO,-3.116,-0.28,-8.733,0.0,-0.0357,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LAW,PER,-3.084,0.0,-0.166,0.0,-0.0027,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LAW,PIA,-1.947,-0.2,-5.522,0.0,-0.044,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LAW,RUS,0.585,-0.201,-6.347,0.0,-0.0357,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LAW,SAI,-2.221,0.16,2.956,0.0,0.0381,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LAW,STR,2.129,0.32,7.189,0.0,0.0329,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LAW,VER,-3.452,-0.12,-4.177,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LAW,LEC,,-0.44,-20.6,-0.0394,-0.0833,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LAW,LIN,,0.0,0.0,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LAW,NOR,,0.0,0.0,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LAW,OCO,,0.0,0.0,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LAW,PER,,0.0,0.0,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LAW,PIA,,0.0,0.0,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LAW,RUS,,0.0,0.0,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LAW,SAI,,-0.28,-11.278,-0.0369,-0.04,0.55,SAI
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LAW,STR,,0.0,0.0,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LAW,VER,,0.0,0.0,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LAW,LEC,-16.934,-0.041,-1.197,-0.0681,-0.043,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LAW,LIN,18.7,-0.321,-22.398,0.0494,-0.0668,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LAW,NOR,-16.175,0.439,19.23,-0.0775,0.0489,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LAW,OCO,-29.657,-0.482,-12.877,-0.1067,-0.0297,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LAW,PER,7.163,0.039,-3.543,0.0264,-0.02,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LAW,PIA,6.599,-0.121,-8.998,-0.0359,-0.0311,0.55,PIA
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LAW,RUS,-4.728,-0.281,-11.876,-0.0387,-0.0323,0.55,RUS
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LAW,SAI,18.124,-0.762,-40.158,0.0937,-0.1712,0.55,LAW
