session_id,segment_id,driver_a,driver_b,braking_start_delta_m,braking_duration_delta_s,braking_distance_delta_m,late_brake_delta,brake_intensity_delta,confidence,favorable_driver
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LAW,STR,-21.122,0.798,38.894,-0.091,0.0403,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LAW,VER,-15.531,0.799,30.246,-0.0423,0.0294,0.55,VER
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LAW,LEC,-21.549,0.0,0.0,-0.0735,0.0032,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LAW,LIN,23.862,-0.2,-10.9,0.0866,-0.0583,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LAW,NOR,,0.28,15.167,0.2028,0.0417,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LAW,OCO,5.291,-0.48,-25.433,-0.0026,-0.0535,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LAW,PER,-6.11,0.0,0.078,-0.0125,0.0,0.55,PER
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LAW,PIA,,0.28,15.167,0.2028,0.0417,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LAW,RUS,0.654,0.08,4.167,0.0008,-0.0018,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LAW,SAI,-17.353,-0.16,-6.689,-0.0623,-0.0352,0.55,SAI
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LAW,STR,-4.352,-0.281,-12.96,-0.0177,-0.0352,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LAW,VER,,0.28,15.167,0.2028,0.0417,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LAW,LEC,-12.726,0.44,20.978,-0.0278,0.038,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LAW,LIN,33.745,-0.16,-12.689,0.1262,-0.075,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LAW,NOR,-11.29,0.32,14.645,-0.0223,0.038,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LAW,OCO,,0.88,45.067,0.9414,0.125,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LAW,PER,23.346,-0.32,-18.377,0.0897,-0.0673,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LAW,PIA,3.98,0.199,8.606,0.0152,-0.0114,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LAW,RUS,30.301,-0.359,-21.179,0.092,-0.0231,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LAW,SAI,5.548,-0.001,0.139,0.0222,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LAW,STR,-2.859,0.279,15.572,-0.0127,-0.0179,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LAW,VER,8.781,0.0,-4.2,0.0361,-0.0114,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LAW,LEC,,-0.16,-8.0,0.0,-0.0455,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LAW,LIN,,-0.16,-7.422,0.0,-0.0455,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LAW,NOR,,-0.44,-21.289,0.0,-0.0909,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LAW,OCO,,-0.64,-29.022,0.0,-0.1429,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LAW,PER,,-0.24,-10.933,0.0,-0.0435,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LAW,PIA,,-0.16,-7.911,0.0,-0.0526,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LAW,RUS,,-0.24,-10.933,0.0,-0.0476,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LAW,SAI,,-0.4,-18.2,0.0,-0.087,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LAW,STR,,0.0,0.0,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LAW,VER,,0.0,0.0,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LAW,LEC,3.323,-0.799,-24.154,0.0,-0.0138,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LAW,LIN,11.445,-1.158,-29.987,0.0,-0.0839,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LAW,NOR,0.953,-0.518,-30.72,0.0,0.0342,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LAW,OCO,11.45,-0.319,-16.91,0.0,-0.0655,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LAW,PER,5.407,-0.359,-7.378,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LAW,PIA,-1.972,-0.078,-0.371,0.0,0.0064,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LAW,RUS,6.32,-0.559,-10.543,0.0,-0.0417,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LAW,SAI,4.246,0.081,12.379,0.0,-0.0067,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LAW,STR,2.943,0.322,13.727,0.0,0.0444,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LAW,VER,2.918,-0.159,-19.065,0.0,0.0,0.55,LAW
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LEC,LIN,-8.564,-0.118,3.68,-0.0213,-0.0087,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LEC,NOR,-9.896,-0.199,-1.814,-0.0303,-0.0178,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LEC,OCO,-11.971,-0.119,-0.97,-0.0217,0.0024,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LEC,PER,12.528,-0.639,-26.826,0.0535,-0.0849,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LEC,PIA,-3.237,-0.518,-12.357,0.0054,-0.0587,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LEC,RUS,-3.558,-0.159,-0.281,-0.003,-0.0373,0.55,RUS
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LEC,SAI,8.508,-0.32,-3.976,0.0253,0.0067,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LEC,STR,-4.026,-0.199,3.452,-0.0105,-0.0087,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LEC,VER,-4.391,0.08,8.591,-0.0002,0.0103,0.55,VER
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LEC,LIN,-4.796,0.24,6.455,0.0,0.0637,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LEC,NOR,-0.622,0.44,11.011,0.0,0.0919,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LEC,OCO,-5.097,-0.08,-2.767,0.0,0.0233,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LEC,PER,-5.065,0.2,5.8,0.0,0.0563,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LEC,PIA,-3.928,0.0,0.444,0.0,0.015,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LEC,RUS,-1.396,-0.001,-0.381,0.0,0.0233,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LEC,SAI,-4.202,0.36,8.922,0.0,0.0971,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LEC,STR,0.148,0.52,13.155,0.0,0.0919,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LEC,VER,-5.433,0.08,1.789,0.0,0.059,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LEC,LIN,,0.44,20.6,0.0394,0.0833,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LEC,NOR,,0.44,20.6,0.0394,0.0833,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LEC,OCO,,0.44,20.6,0.0394,0.0833,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LEC,PER,,0.44,20.6,0.0394,0.0833,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LEC,PIA,,0.44,20.6,0.0394,0.0833,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LEC,RUS,,0.44,20.6,0.0394,0.0833,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LEC,SAI,-1.38,0.16,9.322,0.0025,0.0433,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LEC,STR,,0.44,20.6,0.0394,0.0833,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LEC,VER,,0.44,20.6,0.0394,0.0833,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LEC,LIN,35.634,-0.28,-21.201,0.1175,-0.0238,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LEC,NOR,0.759,0.48,20.427,-0.0094,0.0919,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LEC,OCO,-12.723,-0.441,-11.68,-0.0386,0.0133,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LEC,PER,24.097,0.08,-2.346,0.0945,0.023,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LEC,PIA,23.533,-0.08,-7.801,0.0322,0.0119,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LEC,RUS,12.206,-0.24,-10.679,0.0294,0.0107,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LEC,SAI,35.058,-0.721,-38.961,0.1618,-0.1282,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LEC,STR,-4.188,0.839,40.091,-0.0229,0.0833,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LEC,VER,1.403,0.84,31.443,0.0258,0.0724,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LEC,LIN,45.411,-0.2,-10.9,0.1601,-0.0615,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LEC,NOR,,0.28,15.167,0.2763,0.0385,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LEC,OCO,26.84,-0.48,-25.433,0.0709,-0.0567,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LEC,PER,15.439,0.0,0.078,0.061,-0.0032,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LEC,PIA,,0.28,15.167,0.2763,0.0385,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LEC,RUS,22.203,0.08,4.167,0.0743,-0.005,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LEC,SAI,4.196,-0.16,-6.689,0.0112,-0.0384,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LEC,STR,17.197,-0.281,-12.96,0.0558,-0.0384,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LEC,VER,,0.28,15.167,0.2763,0.0385,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LEC,LIN,46.471,-0.6,-33.667,0.154,-0.113,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LEC,NOR,1.436,-0.12,-6.333,0.0055,0.0,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LEC,OCO,,0.44,24.089,0.9692,0.087,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LEC,PER,36.072,-0.76,-39.355,0.1175,-0.1053,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LEC,PIA,16.706,-0.241,-12.372,0.043,-0.0494,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LEC,RUS,43.027,-0.799,-42.157,0.1198,-0.0611,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LEC,SAI,18.274,-0.441,-20.839,0.05,-0.038,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LEC,STR,9.867,-0.161,-5.406,0.0151,-0.0559,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LEC,VER,21.507,-0.44,-25.178,0.0639,-0.0494,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LEC,LIN,-2.763,0.0,0.578,0.0,0.0,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LEC,NOR,-0.386,-0.28,-13.289,0.0,-0.0454,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LEC,OCO,-1.459,-0.48,-21.022,0.0,-0.0974,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LEC,PER,-7.473,-0.08,-2.933,0.0,0.002,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LEC,PIA,2.389,0.0,0.089,0.0,-0.0071,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LEC,RUS,-0.664,-0.08,-2.933,0.0,-0.0021,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LEC,SAI,-1.677,-0.24,-10.2,0.0,-0.0415,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LEC,STR,,0.16,8.0,0.0,0.0455,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LEC,VER,,0.16,8.0,0.0,0.0455,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LEC,LIN,8.122,-0.359,-5.833,0.0,-0.0701,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LEC,NOR,-2.37,0.281,-6.566,0.0,0.048,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LEC,OCO,8.127,0.48,7.244,0.0,-0.0517,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LEC,PER,2.084,0.44,16.776,0.0,0.0138,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LEC,PIA,-5.295,0.721,23.783,0.0,0.0202,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LEC,RUS,2.997,0.24,13.611,0.0,-0.0279,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LEC,SAI,0.923,0.88,36.533,0.0,0.0071,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LEC,STR,-0.38,1.121,37.881,0.0,0.0582,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LEC,VER,-0.405,0.64,5.089,0.0,0.0138,0.55,LEC
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LIN,NOR,-1.332,-0.081,-5.494,-0.009,-0.0091,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LIN,OCO,-3.407,-0.001,-4.65,-0.0004,0.0111,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LIN,PER,21.092,-0.521,-30.506,0.0748,-0.0762,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LIN,PIA,5.327,-0.4,-16.037,0.0267,-0.05,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LIN,RUS,5.006,-0.041,-3.961,0.0183,-0.0286,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LIN,SAI,17.072,-0.202,-7.656,0.0466,0.0154,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LIN,STR,4.538,-0.081,-0.228,0.0108,0.0,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,LIN,VER,4.173,0.198,4.911,0.0211,0.019,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LIN,NOR,4.174,0.2,4.556,0.0,0.0282,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LIN,OCO,-0.301,-0.32,-9.222,0.0,-0.0404,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LIN,PER,-0.269,-0.04,-0.655,0.0,-0.0074,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LIN,PIA,0.868,-0.24,-6.011,0.0,-0.0487,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LIN,RUS,3.4,-0.241,-6.836,0.0,-0.0404,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LIN,SAI,0.594,0.12,2.467,0.0,0.0334,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LIN,STR,4.944,0.28,6.7,0.0,0.0282,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,LIN,VER,-0.637,-0.16,-4.666,0.0,-0.0047,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LIN,NOR,,0.0,0.0,0.0,0.0,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LIN,OCO,,0.0,0.0,0.0,0.0,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LIN,PER,,0.0,0.0,0.0,0.0,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LIN,PIA,,0.0,0.0,0.0,0.0,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LIN,RUS,,0.0,0.0,0.0,0.0,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LIN,SAI,,-0.28,-11.278,-0.0369,-0.04,0.55,SAI
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LIN,STR,,0.0,0.0,0.0,0.0,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_08,LIN,VER,,0.0,0.0,0.0,0.0,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LIN,NOR,-34.875,0.76,41.628,-0.1269,0.1157,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LIN,OCO,-48.357,-0.161,9.521,-0.1561,0.0371,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LIN,PER,-11.537,0.36,18.855,-0.023,0.0468,0.55,PER
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LIN,PIA,-12.101,0.2,13.4,-0.0853,0.0357,0.55,PIA
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LIN,RUS,-23.428,0.04,10.522,-0.0881,0.0345,0.55,RUS
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LIN,SAI,-0.576,-0.441,-17.76,0.0443,-0.1044,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LIN,STR,-39.822,1.119,61.292,-0.1404,0.1071,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_09,LIN,VER,-34.231,1.12,52.644,-0.0917,0.0962,0.55,VER
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LIN,NOR,,0.48,26.067,0.1162,0.1,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LIN,OCO,-18.571,-0.28,-14.533,-0.0892,0.0048,0.55,OCO
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LIN,PER,-29.972,0.2,10.978,-0.0991,0.0583,0.55,PER
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LIN,PIA,,0.48,26.067,0.1162,0.1,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LIN,RUS,-23.208,0.28,15.067,-0.0858,0.0565,0.55,RUS
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LIN,SAI,-41.215,0.04,4.211,-0.1489,0.0231,0.55,SAI
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LIN,STR,-28.214,-0.081,-2.06,-0.1043,0.0231,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_10,LIN,VER,,0.48,26.067,0.1162,0.1,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LIN,NOR,-45.035,0.48,27.334,-0.1485,0.113,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LIN,OCO,,1.04,57.756,0.8152,0.2,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LIN,PER,-10.399,-0.16,-5.688,-0.0365,0.0077,0.55,PER
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LIN,PIA,-29.765,0.359,21.295,-0.111,0.0636,0.55,PIA
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LIN,RUS,-3.444,-0.199,-8.49,-0.0342,0.0519,0.55,RUS
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LIN,SAI,-28.197,0.159,12.828,-0.104,0.075,0.55,SAI
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LIN,STR,-36.604,0.439,28.261,-0.1389,0.0571,0.55,STR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_14,LIN,VER,-24.964,0.16,8.489,-0.0901,0.0636,0.55,VER
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LIN,NOR,2.377,-0.28,-13.867,0.0,-0.0454,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LIN,OCO,1.304,-0.48,-21.6,0.0,-0.0974,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LIN,PER,-4.71,-0.08,-3.511,0.0,0.002,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LIN,PIA,5.152,0.0,-0.489,0.0,-0.0071,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LIN,RUS,2.099,-0.08,-3.511,0.0,-0.0021,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LIN,SAI,1.086,-0.24,-10.778,0.0,-0.0415,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LIN,STR,,0.16,7.422,0.0,0.0455,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_15,LIN,VER,,0.16,7.422,0.0,0.0455,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LIN,NOR,-10.492,0.64,-0.733,0.0,0.1181,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LIN,OCO,0.005,0.839,13.077,0.0,0.0184,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LIN,PER,-6.038,0.799,22.609,0.0,0.0839,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LIN,PIA,-13.417,1.08,29.616,0.0,0.0903,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LIN,RUS,-5.125,0.599,19.444,0.0,0.0422,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LIN,SAI,-7.199,1.239,42.366,0.0,0.0772,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LIN,STR,-8.502,1.48,43.714,0.0,0.1283,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_20,LIN,VER,-8.527,0.999,10.922,0.0,0.0839,0.55,LIN
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,NOR,OCO,-2.075,0.08,0.844,0.0086,0.0202,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,NOR,PER,22.424,-0.44,-25.012,0.0838,-0.0671,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,NOR,PIA,6.659,-0.319,-10.543,0.0357,-0.0409,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,NOR,RUS,6.338,0.04,1.533,0.0273,-0.0195,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,NOR,SAI,18.404,-0.121,-2.162,0.0556,0.0245,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,NOR,STR,5.87,0.0,5.266,0.0198,0.0091,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_01,NOR,VER,5.505,0.279,10.405,0.0301,0.0281,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,NOR,OCO,-4.475,-0.52,-13.778,0.0,-0.0686,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,NOR,PER,-4.443,-0.24,-5.211,0.0,-0.0356,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,NOR,PIA,-3.306,-0.44,-10.567,0.0,-0.0769,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,NOR,RUS,-0.774,-0.441,-11.392,0.0,-0.0686,0.55,NOR
2026_10_FP1_Belgian Grand Prix,belgian-grand-prix_corner_02,NOR,SAI,-3.58,-0.08,-2.089,0.0,0.0052,0.55,NOR
