session_id,segment_id,driver_a,driver_b,throttle_pickup_delta_m,full_throttle_exit_delta_m,traction_exit_delta,confidence,favorable_driver
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,GAS,NOR,0.518,-29.174,0.105,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,GAS,OCO,-3.19,-1.205,0.0,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,GAS,PER,1.407,2.724,0.03,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,GAS,PIA,-1.855,-19.145,0.0267,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,GAS,RUS,-1.441,-5.363,0.0,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,GAS,SAI,-0.857,-23.853,0.095,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,GAS,STR,0.697,15.217,0.0,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,HAD,9.452,,-0.0793,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,HAM,12.753,,-0.0384,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,HUL,6.888,,0.012,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,LAW,1.946,,-0.0379,0.55,LAW
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,LEC,7.351,,-0.0392,0.55,LEC
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,LIN,-1.006,,0.001,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,NOR,2.402,,0.1549,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,OCO,20.521,,-0.2019,0.55,OCO
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,PER,-10.655,,-0.1193,0.55,PER
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,PIA,6.646,,-0.0931,0.55,PIA
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,RUS,7.655,,-0.0738,0.55,RUS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,SAI,17.924,,-0.1792,0.55,SAI
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,GAS,STR,14.085,,-0.0917,0.55,STR
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,HAD,9.883,16.705,-0.5,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,HAM,23.247,2.069,0.177,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,HUL,38.503,17.38,-0.1624,0.55,HUL
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,LAW,11.636,3.913,-0.4867,0.55,LAW
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,LEC,6.455,-4.123,-0.005,0.55,LEC
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,LIN,3.807,-0.529,-0.5,0.55,LIN
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,NOR,-0.501,,0.05,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,OCO,26.126,-22.242,0.4907,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,PER,9.807,5.04,-0.0445,0.55,PER
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,PIA,9.252,-9.237,0.1753,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,RUS,15.116,6.06,-0.0048,0.55,RUS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,SAI,21.65,,0.4825,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,GAS,STR,26.369,28.268,0.5,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,HAD,70.569,,-0.0052,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,HAM,7.908,,-0.0834,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,HUL,0.825,,-0.0301,0.55,HUL
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,LAW,-6.558,,0.0149,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,LEC,-2.243,,0.0044,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,LIN,75.068,,0.03,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,NOR,-17.415,,0.0238,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,OCO,3.476,,-0.0718,0.55,OCO
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,PER,-3.58,,-0.0592,0.55,PER
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,PIA,-3.445,,0.0063,0.55,GAS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,RUS,-9.642,,-0.0174,0.55,RUS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,SAI,6.649,,-0.2546,0.55,SAI
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,GAS,STR,14.518,,-0.1159,0.55,STR
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,HAM,11.173,-1.16,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,HUL,1.195,-20.268,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,LAW,5.704,-14.029,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,LEC,9.809,-11.025,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,LIN,0.949,7.827,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,NOR,-5.042,-13.295,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,OCO,-4.927,-2.303,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,PER,9.064,1.447,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,PIA,1.258,-23.959,0.01,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,RUS,7.426,6.551,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,SAI,0.828,-13.772,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAD,STR,1.321,-2.123,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,HAM,13.584,-5.524,0.0067,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,HUL,4.717,-9.415,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,LAW,7.166,-14.453,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,LEC,57.391,-6.629,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,LIN,11.651,0.943,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,NOR,54.02,,0.28,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,OCO,4.903,-6.698,0.08,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,PER,15.777,-7.578,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,PIA,4.957,-29.384,0.01,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,RUS,9.197,-9.005,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,SAI,13.032,-12.576,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAD,STR,3.642,-1.544,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,HAM,-4.934,-4.934,-0.0323,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,HUL,-4.092,-4.092,-0.0668,0.55,HUL
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,LAW,4.892,4.892,0.0175,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,LEC,4.427,4.427,-0.0359,0.55,LEC
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,LIN,5.455,5.455,0.0226,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,NOR,2.898,2.898,0.1447,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,OCO,-3.995,,-0.1006,0.55,OCO
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,PER,-111.462,,0.0317,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,PIA,-5.283,,0.0325,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,RUS,-5.193,-5.193,0.1616,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,SAI,-7.745,,-0.0184,0.55,SAI
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAD,STR,5.63,5.63,0.0507,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,HAM,-4.566,,-0.0769,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,HUL,-1.296,,-0.0076,0.55,HUL
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,LAW,-2.078,,-0.0418,0.55,LAW
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,LEC,-1.768,,-0.0128,0.55,LEC
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,LIN,1.796,,-0.0021,0.55,LIN
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,NOR,-12.009,,0.015,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,OCO,-77.952,,-0.1571,0.55,OCO
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,PER,-0.413,,-0.0414,0.55,PER
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,PIA,-6.175,,-0.0374,0.55,PIA
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,RUS,-2.605,,0.0388,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,SAI,-5.76,,-0.0651,0.55,SAI
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAD,STR,1.429,,-0.0581,0.55,STR
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,HAM,6.761,-3.948,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,HUL,-0.124,-13.333,0.0125,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,LAW,5.163,0.363,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,LEC,7.414,-23.175,0.0267,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,LIN,2.411,-5.419,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,NOR,7.647,-32.727,0.105,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,OCO,3.939,-4.758,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,PER,8.536,-0.829,0.03,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,PIA,5.274,-22.698,0.0267,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,RUS,5.688,-8.916,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,SAI,6.272,-27.406,0.095,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAD,STR,7.826,11.664,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,HAM,3.301,,0.0409,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,HUL,-2.564,,0.0913,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,LAW,-7.506,,0.0414,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,LEC,-2.101,,0.0401,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,LIN,-10.458,,0.0803,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,NOR,-7.05,,0.2342,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,OCO,11.069,,-0.1226,0.55,OCO
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,PER,-20.107,,-0.04,0.55,PER
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,PIA,-2.806,,-0.0138,0.55,PIA
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,RUS,-1.797,-9.643,0.0055,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,SAI,8.472,,-0.0999,0.55,SAI
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAD,STR,4.633,-6.865,-0.0124,0.55,STR
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,HAM,13.364,-14.636,0.677,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,HUL,28.62,0.675,0.3376,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,LAW,1.753,-12.792,0.0133,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,LEC,-3.428,-20.828,0.495,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,LIN,-6.076,-17.234,0.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,NOR,-10.384,,0.55,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,OCO,16.243,-38.947,0.9907,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,PER,-0.076,-11.665,0.4555,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,PIA,-0.631,-25.942,0.6753,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,RUS,5.233,-10.645,0.4952,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,SAI,11.767,,0.9825,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAD,STR,16.486,11.563,1.0,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,HAM,-62.661,,-0.0782,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,HUL,-69.744,,-0.0249,0.55,HUL
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,LAW,-77.127,,0.0201,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,LEC,-72.812,,0.0096,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,LIN,4.499,,0.0352,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,NOR,-87.984,,0.029,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,OCO,-67.093,,-0.0666,0.55,OCO
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,PER,-74.149,,-0.054,0.55,PER
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,PIA,-74.014,,0.0115,0.55,HAD
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,RUS,-80.211,,-0.0122,0.55,RUS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,SAI,-63.92,,-0.2494,0.55,SAI
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAD,STR,-56.051,,-0.1107,0.55,STR
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAM,HUL,-9.978,-19.108,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAM,LAW,-5.469,-12.869,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAM,LEC,-1.364,-9.865,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAM,LIN,-10.224,8.987,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAM,NOR,-16.215,-12.135,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAM,OCO,-16.1,-1.143,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAM,PER,-2.109,2.607,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAM,PIA,-9.915,-22.799,0.01,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAM,RUS,-3.747,7.711,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAM,SAI,-10.345,-12.612,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_02,HAM,STR,-9.852,-0.963,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAM,HUL,-8.867,-3.891,-0.0067,0.55,HUL
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAM,LAW,-6.418,-8.929,-0.0067,0.55,LAW
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAM,LEC,43.807,-1.105,-0.0067,0.55,LEC
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAM,LIN,-1.933,6.467,-0.0067,0.55,LIN
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAM,NOR,40.436,,0.2733,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAM,OCO,-8.681,-1.174,0.0733,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAM,PER,2.193,-2.054,-0.0067,0.55,PER
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAM,PIA,-8.627,-23.86,0.0033,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAM,RUS,-4.387,-3.481,-0.0067,0.55,RUS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAM,SAI,-0.552,-7.052,-0.0067,0.55,SAI
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_06,HAM,STR,-9.942,3.98,-0.0067,0.55,STR
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAM,HUL,0.842,0.842,-0.0345,0.55,HUL
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAM,LAW,9.826,9.826,0.0498,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAM,LEC,9.361,9.361,-0.0036,0.55,LEC
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAM,LIN,10.389,10.389,0.0549,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAM,NOR,7.832,7.832,0.177,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAM,OCO,0.939,,-0.0683,0.55,OCO
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAM,PER,-106.528,,0.064,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAM,PIA,-0.349,,0.0648,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAM,RUS,-0.259,-0.259,0.1939,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAM,SAI,-2.811,,0.0139,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_07,HAM,STR,10.564,10.564,0.083,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAM,HUL,3.27,,0.0693,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAM,LAW,2.488,,0.0351,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAM,LEC,2.798,,0.0641,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAM,LIN,6.362,,0.0748,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAM,NOR,-7.443,,0.0919,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAM,OCO,-73.386,,-0.0802,0.55,OCO
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAM,PER,4.153,,0.0355,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAM,PIA,-1.609,,0.0395,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAM,RUS,1.961,,0.1157,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAM,SAI,-1.194,,0.0118,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_08,HAM,STR,5.995,,0.0188,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAM,HUL,-6.885,-9.385,0.0125,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAM,LAW,-1.598,4.311,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAM,LEC,0.653,-19.227,0.0267,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAM,LIN,-4.35,-1.471,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAM,NOR,0.886,-28.779,0.105,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAM,OCO,-2.822,-0.81,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAM,PER,1.775,3.119,0.03,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAM,PIA,-1.487,-18.75,0.0267,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAM,RUS,-1.073,-4.968,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAM,SAI,-0.489,-23.458,0.095,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_09,HAM,STR,1.065,15.612,0.0,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAM,HUL,-5.865,,0.0504,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAM,LAW,-10.807,,0.0005,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAM,LEC,-5.402,,-0.0008,0.55,LEC
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAM,LIN,-13.759,,0.0394,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAM,NOR,-10.351,,0.1933,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAM,OCO,7.768,,-0.1635,0.55,OCO
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAM,PER,-23.408,,-0.0809,0.55,PER
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAM,PIA,-6.107,,-0.0547,0.55,PIA
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAM,RUS,-5.098,,-0.0354,0.55,RUS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAM,SAI,5.171,,-0.1408,0.55,SAI
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_13,HAM,STR,1.332,,-0.0533,0.55,STR
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAM,HUL,15.256,15.311,-0.3394,0.55,HUL
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAM,LAW,-11.611,1.844,-0.6637,0.55,LAW
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAM,LEC,-16.792,-6.192,-0.182,0.55,LEC
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAM,LIN,-19.44,-2.598,-0.677,0.55,LIN
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAM,NOR,-23.748,,-0.127,0.55,NOR
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAM,OCO,2.879,-24.311,0.3137,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAM,PER,-13.44,2.971,-0.2215,0.55,PER
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAM,PIA,-13.995,-11.306,-0.0017,0.55,PIA
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAM,RUS,-8.131,3.991,-0.1818,0.55,RUS
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAM,SAI,-1.597,,0.3055,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_17,HAM,STR,3.122,26.199,0.323,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAM,HUL,-7.083,,0.0533,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAM,LAW,-14.466,,0.0983,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAM,LEC,-10.151,,0.0878,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAM,LIN,67.16,,0.1134,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAM,NOR,-25.323,,0.1072,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAM,OCO,-4.432,,0.0116,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAM,PER,-11.488,,0.0242,0.55,HAM
2026_06_R_Monaco Grand Prix,monaco-grand-prix_corner_18,HAM,PIA,-11.353,,0.0897,0.55,HAM
